ncppb_number	current_name_raw	canonical_name	name_as_received	alternative_names	expected_genus	expected_taxid	host	country	other_references_raw	catalogue_url	source_snapshot_sha256	record_html_start	record_html_end
NCPPB 3005	Xanthomonas marantae Zagatto & Pereira 1963	Xanthomonas marantae			Xanthomonas		Maranta arundinacea	Brazil	This isolate was isolated by ex C.F. Robbs IBSP XM1	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3005		1652076	1654835
NCPPB 3020	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas		Lolium multiflorum	UK	The donor reference is 426 & 427	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3020		1654835	1658081
NCPPB 3022	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae	Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas		Oryza sativa	Colombia	This isolate was isolated by J.C. Lozano CIAT 1185	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3022		1658081	1661344
NCPPB 3024	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris			Xanthomonas		Zinnia sp.	USA	This isolate was isolated by D.L. Strider NC334	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3024		1661344	1663806
NCPPB 3026	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus		Xanthomonas ampelina Panagopoulos 1969	Xylophilus		Vitis vinifera	Italy	This isolate was isolated by S. Grasso 3	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3026		1663806	1666725
NCPPB 3027	Xylophilus ampelinus (Panagopoulos 1969) Willems et al. 1987	Xylophilus ampelinus		Xanthomonas ampelina Panagopoulos 1969	Xylophilus		Vitis vinifera	Italy	This isolate was isolated by S. Grasso 6	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3027		1666725	1669644
NCPPB 3028	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae	Xanthomonas fragariae Kennedy and King 1962		Xanthomonas		Fragaria sp.	Brazil	This isolate was isolated by J.R. Neto X-84	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3028		1669644	1672724
NCPPB 3035	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas campestris pv. phaseoli (Smith 1897) Dye 1978	Xanthomonas		Phaseolus vulgaris	USA	"This isolate is also in the collections; CFBP 2534, ICMP 5834, ATCC 9563,
The source of this isolate was ex ATCC 9563 ex W.H. Burkholder XP20"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3035		1672724	1676099
NCPPB 3040	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas		Lolium muliflorum cv. Italco	UK	This isolate was isolated by J.E. Sellwood A895	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3040		1676099	1679370
NCPPB 3041	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas		Festuca sp.	UK	This isolate was isolated by P. Roberts A905	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3041		1679370	1682621
NCPPB 3058	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas		Manihot esculenta	Zaire		https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3058		1682621	1685873
NCPPB 3059	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas		Manihot esculenta	Zaire	This isolate was isolated by H. Maraite Z291	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3059		1685873	1689174
NCPPB 3060	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas		Manihot esculenta	Nigeria	This isolate was isolated by H. Maraite N578	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3060		1689174	1692477
NCPPB 3061	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae	Xanthomonas campestris pv. cassavae	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979	Xanthomonas		Manihot esculenta	Rwanda	"This isolate is also in the collections; ICMP 8816, LMG 671
This isolate was isolated by M. Maraite R662"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3061		1692477	1695797
NCPPB 3062	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae	Xanthomonas campestris pv. cassavae	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979	Xanthomonas		Manihot esculenta	Rwanda	"This isolate is also in the collections; LMG 672
This isolate was isolated by M. Maraite R704"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3062		1695797	1699106
NCPPB 3066	Xanthomonas graminis pv. graminis Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas campestris pv. graminis (Egli et al. 1975) Dye 1978	Xanthomonas		Lolium multiflorum cv. Italco	UK	This isolate was isolated by J.E. Sellwood A960	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3066		1699106	1702378
NCPPB 3078	Xanthomonas arboricola Vauterin et al. 1995	Xanthomonas arboricola			Xanthomonas		Mangifera indica	Brazil	"The donor reference is ENA503
This isolate was isolated by ex A. Frenhani"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3078		1702378	1705161
NCPPB 3079	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Paullinia cupana	Brazil	"This isolate is also in the collections; ICMP 8919, LMG 9053
This isolate was isolated by C.F. Robbs ENA 2154"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3079		1705161	1707725
NCPPB 3082	Xanthomonas euvesicatoria pv. paulliniae (Robbs, Medieros & Kimura 1982) Harrison et al. 2023	Xanthomonas euvesicatoria			Xanthomonas		Paullinia cupana	Brazil	This isolate was isolated by C.F. Robbs ENA 2564	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3082		1707725	1710223
NCPPB 3086	Xanthomonas axonopodis pv. desmodiilaxiflori (Pant & Kulkarni 1977) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas desmodiilaxiflori Pant & Kulkarni 1977	Xanthomonas campestris pv. desmodiilaxiflori (Pant & Kulkarni 1977) Dye 1978	Xanthomonas		Desmodium laxiflorum	India	"This isolate is also in the collections; ICMP 6502, LMG 9046
The source of this isolate was ex ITCC 29 ex N.M. Pant"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3086		1710223	1713589
NCPPB 3092	Xanthomonas axonopodis pv. clitoriae (Pandit & Kulkarni 1979) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas campestris f.sp. clitoriae	Xanthomonas campestris pv. clitoriae (Pandit & Kulkarni 1979) Dye et al. 1980	Xanthomonas		Clitoria biflora	India	"The donor reference is B7090
This isolate is also in the collections; ICMP 6574, LMG 9045
This isolate was isolated by ex Y.S. Kulkarni"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3092		1713589	1716966
NCPPB 3110	Xanthomonas citri pv. anacardii (Ah-You et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri			Xanthomonas		Mangifera indica	Brazil	This isolate was isolated by C.F. Robbs ENA 2530	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3110		1716966	1719457
NCPPB 3114	Xanthomonas citri pv. merremiae (Pant & Kulkarni 1976) Harrison et al. 2023	Xanthomonas citri			Xanthomonas		Merremia gangetica	India	"This isolate is also in the collections; ICMP 6747, LMG 9051
This isolate was isolated by ex N.M. Pant P30
The source of this isolate was ex ITCC"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3114		1719457	1722043
NCPPB 3119	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas campestris pv. pelargoniiXanthomonas campestris pv. pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium hortorum	Belgium	This isolate was isolated by ex J. Mahillon	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3119		1722043	1725337
NCPPB 3125	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas citri			Xanthomonas		Mangifera indica	Australia	This isolate was isolated by M.L. Moffett 0839	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3125		1725337	1728115
NCPPB 3135	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus reticulata	Brazil		https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3135		1728115	1731323
NCPPB 3136	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas campestris pv. citri (Hasse 1915) Dye 1979	Xanthomonas		Citrus latifolia	Brazil	This isolate was isolated by J.R. Neto 246	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3136		1731323	1734577
NCPPB 3140	Xanthomonas phaseoli pv. passiflorae (Pereira 1969) Harrison et al. 2023	Xanthomonas phaseoli			Xanthomonas			Brazil	The donor reference is 120	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3140		1734577	1736796
NCPPB 3155	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. pruni	Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus salicina	Italy	This isolate was isolated by C. Bazzi 1192-IPV-BO	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3155		1736796	1740032
NCPPB 3156	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas campestris pv. pruni	Xanthomonas campestris pv. pruni (Smith 1903) Dye 1978	Xanthomonas		Prunus persica	Italy	This isolate was isolated by U. Mazzucchi 1236 IPV-BO	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3156		1740032	1743271
NCPPB 3161	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas		Manihot esculenta	Cameroon	"The donor reference is B6812
This isolate was isolated by ex G. Persley C6"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3161		1743271	1746609
NCPPB 3162	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas vasicola	Xanthomonas holcicola Elliott 1930	Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978	Xanthomonas		Sorghum sp.	India	This isolate was isolated by J.F. Bradbury B6892b	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3162		1746609	1750104
NCPPB 3168	Xanthomonas cucurbitae (ex Bryan 1926) Vauterin et al. 1995	Xanthomonas cucurbitae	Xanthomonas campestris pv. cucurbitae	Xanthomonas campestris pv. cucurbitae (Bryan 1926) Dye 1978	Xanthomonas		Cucumis sativus	Trinidad	The donor reference is B7147	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3168		1750104	1753318
NCPPB 3169	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas		Vigna argularis	Nigeria	"This isolate is also in the collections; CFBP 7114
This isolate was isolated by J.F. Bradbury B 7166"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3169		1753318	1756668
NCPPB 3170	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas		Triticum aestivum	Iran	This isolate was isolated by J.F. Bradbury B7205	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3170		1756668	1760208
NCPPB 3172	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas			Zaire	"The donor reference is B7299
This isolate was isolated by ex G. Persley 1"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3172		1760208	1763305
NCPPB 3173	Xanthomonas euvesicatoria pv. coracanae (Desai et al. 1965) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978	Xanthomonas campestris pv. coracanae (Desai et al. 1965) Dye 1978	Xanthomonas		Eleusine coracana	Uganda	This isolate was isolated by J.F. Bradbury B7343	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3173		1763305	1766614
NCPPB 3174	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas sp.		Xanthomonas		Setaria italica	UK ex India	"The donor reference is B7344b
This isolate was isolated by J.f. Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3174		1766614	1769318
NCPPB 3176	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas		Hordeum vulgare	Kenya	This isolate was isolated by J.F. Bradbury B7380	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3176		1769318	1772615
NCPPB 3177	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas oryzae	Xanthomonas campestris pv. oryzae(Ishiyama 1922) Dye 1978	Xanthomonas campestris pv. oryzae (Ishyama 1922) Dye 1978	Xanthomonas		Oryza sativa	India	"The donor reference is B7385
This isolate was isolated by ex N.M. Kalyni No3"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3177		1772615	1775905
NCPPB 3178	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria	Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978		Xanthomonas		Solanum lycopersicum	Senegal	This isolate was isolated by J.F. Bradbury B7440a	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3178		1775905	1778670
NCPPB 3182	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978	Xanthomonas campestris			Xanthomonas		Amaranthus sp.	India	This isolate was isolated by J.F. Bradbury B 7567	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3182		1778670	1781142
NCPPB 3187	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas campestris pv. vignicola (Burkholder 1944) Dye 1978	Xanthomonas		Vigna sinensis	Brazil	"This isolate is also in the collections; CFBP 7115
This isolate was isolated by J.F. Bradbury B 7613a"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3187		1781142	1784491
NCPPB 3191	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas		Manihot esculenta	Brazil	"The donor reference is B7790
This isolate was isolated by ex A.L.G. Pereira BM12
The source of this isolate was ex H. Maraite"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3191		1784491	1787881
NCPPB 3192	Xanthomonas cassavae (ex Wiehe & Dowson 1953) Vauterin et al. 1995	Xanthomonas cassavae	Xanthomonas campestris pv. cassavae	Xanthomonas campestris pv. cassavae (Wiehe & Dowson 1953) Maraite and Weyns 1979	Xanthomonas		Manihot esculenta	Rwanda	"The donor reference is B7791
This isolate is also in the collections; NCPPB 3061
This isolate was isolated by ex M. Maraite R662"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3192		1787881	1791229
NCPPB 3194	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978	Xanthomonas		Manihot esculenta	Niger	This isolate was isolated by J.F. Bradbury B7797	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3194		1791229	1794534
NCPPB 3200	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas sp.		Xanthomonas		Chrysanthemum morifolium	UK ex Kenya	"The donor reference is B8059
This isolate was isolated by J.F. Bradbury"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3200		1794534	1797599
NCPPB 3204	Xanthomonas axonopodis pv. cyamopsidis (Patel et al.1953) Vauterin et al. 1995	Xanthomonas axonopodis	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	Xanthomonas campestris pv. cyamopsidis (Patel et al.1953) Dye 1978	Xanthomonas		Cyamopsis tetragonolobus	Sudan	"The donor reference is B8327
This isolate was isolated by ex R. Billington"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3204		1797599	1800931
NCPPB 3207	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939		Xanthomonas		Brassica oleracea var. capitata	Zimbabwe	This isolate was isolated by J.F. Bradbury B8511	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3207		1800931	1803718
NCPPB 3212	Xanthomonas cerealis pv. cerealis Tambong et al. 2024	Xanthomonas cerealis	Xanthomonas translucens f.sp cerealis Hagborg 1942	Xanthomonas campestris pv. cerealis (Hagborg 1942) Dye 1978	Xanthomonas		Triticum aestivum.	Brazil	This isolate was isolated by J.F. Bradbury B 8597	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3212		1803718	1806968
NCPPB 3213	Xanthomonas campestris pv. bilvae Chakravarti et al. 1984	Xanthomonas campestris			Xanthomonas		Aegle marmelos	India	"The donor reference is B 8600
This isolate is also in the collections; ICMP 8918
This isolate was isolated by ex B.P. Chakravarti BlP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3213		1806968	1809783
NCPPB 3215	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas translucens	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978	Xanthomonas		Triticum aestivum	Zambia	"The donor reference is B8613
This isolate was isolated by ex R. Raemakers 4"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3215		1809783	1813114
NCPPB 3218	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas sp.		Xanthomonas		Syzygium aromaticum (clove).	Indonesia	"The donor reference is B8718
This isolate was isolated by C.P. Bennett Y3"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3218		1813114	1816146
NCPPB 3229	Xanthomonas graminis pv. arrhenatheri Tambong et al. 2024	Xanthomonas graminis	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982	Xanthomonas campestris pv. arrhenatheri Egli & Schmidt 1982	Xanthomonas		Arrhenatherum elatius	Switzerland	"The donor reference is Xg 719
This isolate is also in the collections; ICMP 7727, LMG 727, CFBP 2056, ATCC 33803
This isolate was isolated by ex J. Herzog Xg 102"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=3229		1816146	1819538
