ncppb_number	ncppb_current_name	biosample_accession	evidence_status	bioproject_accession	project_role	project_sources	project_title	use_for_sequence_provenance	review_required	source_url
NCPPB 4232	Xanthomonas sp. Dowson 1939	SAMN22552842	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 425	Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995	SAMN40354566	confirmed	PRJNA991976	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of miscellaneous Xanthomonas from WHRI collection	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA991976
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN14837221	confirmed	PRJNA630460	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas perforans DSM 18975	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA630460
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	SAMN23026091	provisional	PRJNA779265	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome resources and taxonomic validation of 89 Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA779265
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	SAMN22555471	confirmed	PRJNA774146	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of xanthomonads from the NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774146
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	PRJNA257008	sequence_source_project	biosample_elink; sra_sequence_project	Consortium for Microbial Forensics and Genomics (µFORGE): Capturing Global Biodiversity of Pathogens	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA257008
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	PRJNA522811	sequence_source_project	assembly_genbank_project; biosample_elink	A pathovar of Xanthomonas oryzae infecting wild grasses provides insight into the evolution of pathogenicity in rice agroecosystems	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA522811
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN03862116	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN10956069	confirmed	PRJNA522807	biosample_elink_only	biosample_elink	Xanthomonas oryzae pv. leersiae Genome sequencing and assembly	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA522807
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	SAMN10956069	confirmed	PRJNA522811	sequence_source_project	biosample_elink; sra_sequence_project	A pathovar of Xanthomonas oryzae infecting wild grasses provides insight into the evolution of pathogenicity in rice agroecosystems	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA522811
NCPPB 4347	Xanthomonas campestris pv. malloti Goto 1993	SAMN42488056	confirmed	PRJNA742925	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	SAMN19988985	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	SAMN19988986	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMD00253079	confirmed	PRJDB10667	biosample_elink_only	biosample_elink	De novo sequencing and analysis for ICMP strains in GCM 10K project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJDB10667
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMD00253079	confirmed	PRJDB9057	biosample_elink_only	biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJDB9057
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	PRJNA1129913	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129913
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN44672901	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	SAMN56511372	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	SAMN19988987	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	SAMN19988988	confirmed	PRJNA742925	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 4355	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	SAMN02646549	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4355	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	SAMN02646549	confirmed	PRJNA231977	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas euvesicatoria pv. allii CFBP 6369 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA231977
NCPPB 4355	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	SAMN02646549	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMD00253043	confirmed	PRJDB10667	biosample_elink_only	biosample_elink	De novo sequencing and analysis for ICMP strains in GCM 10K project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJDB10667
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMD00253043	confirmed	PRJDB9057	biosample_elink_only	biosample_elink	The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJDB9057
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN05560222	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN05560222	confirmed	PRJNA338618	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas cynarae CFBP4188 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA338618
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN05560222	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN09704276	confirmed	PRJNA482368	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas hortorum, Xanthomonas axonopodis, Xanthomonas gardneri, Xanthomonas cynarae Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA482368
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN24251551	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN24251551	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	SAMN24251551	confirmed	PRJNA790934	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Comparative genomic analysis of the lettuce bacterial leaf spot pathogen to investigate race specificity	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA790934
NCPPB 4363	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	SAMN56511373	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4364	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	SAMN56511374	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4367	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	SAMN56511375	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4375	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN56511363	provisional	PRJNA1437458	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4375	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN56511363	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4375	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	SAMN56511363	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4376	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMEA114332027	confirmed	PRJEB65884	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas citri pv. citri findings in imported citrus fruit consignments in the Netherlands	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB65884
NCPPB 4376	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMEA114332027	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4376	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	SAMEA114332027	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4378	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN20034692	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4378	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN20034692	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4378	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN20034692	confirmed	PRJNA743420	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas vasicola	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA743420
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991242	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991242	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991242	confirmed	PRJNA73875	sequence_source_project	biosample_elink; sra_sequence_project	Xanthomonas vasicola pv. musacearum NCPPB 2005 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA73875
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN00991242	confirmed	PRJNA73877	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola pv. musacearum NCPPB 4379 Phenotype or Genotype	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA73877
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN49535423	confirmed	PRJNA1280879	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas vasicola pv. musacearum	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1280879
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	SAMN49535423	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
