ncppb_number	ncppb_current_name	biosample_accession	evidence_status	match_decision	identity_match_status	matched_identifier	identifier_strength	taxonomy_status	resource_type	resource_accession	resource_role	assembly_level	assembly_source	assembly_total_length	assembly_contig_count	assembly_contig_n50	sra_library_strategy	sra_library_source	sra_library_layout	sra_instrument	sra_total_bases	sequence_bioproject_accessions	selected_for_phylogeny	download_tool	download_command	source_url
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	sra_run	SRR29644165	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1105678500	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR29644165 && fasterq-dump SRR29644165 --split-files --outdir fastq/NCPPB_2865	https://www.ncbi.nlm.nih.gov/sra/SRR29644165
NCPPB 2865	Xanthomonas sp. Dowson 1939	SAMN42161510	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2865	primary	same_name	sra_run	SRR30040143	raw_sequence_reads						WGS	GENOMIC	single	PromethION	1066978020	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR30040143 && fasterq-dump SRR30040143 --split-files --outdir fastq/NCPPB_2865	https://www.ncbi.nlm.nih.gov/sra/SRR30040143
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	assembly	GCF_041475745.1	assembled_genome_sequence	Complete Genome	RefSeq	4878572	2	4855652						PRJNA1129555	yes	NCBI Datasets CLI	datasets download genome accession GCF_041475745.1 --include genome --filename NCPPB_2866_GCF_041475745.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041475745.1
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	bioproject	PRJNA1129555	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1129555
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	biosample	SAMN42161511	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42161511
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	sra_run	SRR29644164	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1115308000	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR29644164 && fasterq-dump SRR29644164 --split-files --outdir fastq/NCPPB_2866	https://www.ncbi.nlm.nih.gov/sra/SRR29644164
NCPPB 2866	Xanthomonas sp. Dowson 1939	SAMN42161511	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2866	primary	same_name	sra_run	SRR30040142	raw_sequence_reads						WGS	GENOMIC	single	PromethION	1678092873	PRJNA1129555	no	NCBI SRA Toolkit	prefetch SRR30040142 && fasterq-dump SRR30040142 --split-files --outdir fastq/NCPPB_2866	https://www.ncbi.nlm.nih.gov/sra/SRR30040142
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	SAMN03164131	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2877	primary	same_genus_different_species	assembly	GCF_000802365.1	assembled_genome_sequence	Contig	RefSeq	4756730	257	38306						PRJNA266578	yes	NCBI Datasets CLI	datasets download genome accession GCF_000802365.1 --include genome --filename NCPPB_2877_GCF_000802365.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_000802365.1
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	SAMN03164131	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2877	primary	same_genus_different_species	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	SAMN03164131	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2877	primary	same_genus_different_species	bioproject	PRJNA266578	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA266578
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	SAMN03164131	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2877	primary	same_genus_different_species	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	SAMN03164131	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2877	primary	same_genus_different_species	biosample	SAMN03164131	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN03164131
NCPPB 2877	Xanthomonas campestris pv. cannabis Severin 1978	SAMN03164131	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2877	primary	same_genus_different_species	sra_run	SRR4718189	raw_sequence_reads						WGS	GENOMIC	paired	Illumina HiSeq 2500	354658250	PRJNA266578	no	NCBI SRA Toolkit	prefetch SRR4718189 && fasterq-dump SRR4718189 --split-files --outdir fastq/NCPPB_2877	https://www.ncbi.nlm.nih.gov/sra/SRR4718189
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	assembly	GCF_053571525.1	assembled_genome_sequence	Contig	RefSeq	5025213	97	277028						PRJNA1130015	yes	NCBI Datasets CLI	datasets download genome accession GCF_053571525.1 --include genome --filename NCPPB_2914_GCF_053571525.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_053571525.1
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	bioproject	PRJNA1130015	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1130015
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	biosample	SAMN42180190	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42180190
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	sra_run	SRR29655369	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	1108255500	PRJNA1130015	no	NCBI SRA Toolkit	prefetch SRR29655369 && fasterq-dump SRR29655369 --split-files --outdir fastq/NCPPB_2914	https://www.ncbi.nlm.nih.gov/sra/SRR29655369
NCPPB 2914	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	SAMN42180190	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2914	primary	same_name	sra_run	SRR30037967	raw_sequence_reads						WGS	GENOMIC	single	PromethION	45869681	PRJNA1130015	no	NCBI SRA Toolkit	prefetch SRR30037967 && fasterq-dump SRR30037967 --split-files --outdir fastq/NCPPB_2914	https://www.ncbi.nlm.nih.gov/sra/SRR30037967
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN22552833	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	assembly	GCF_020813055.1	assembled_genome_sequence	Contig	RefSeq	4982144	64	184313						PRJNA774128	yes	NCBI Datasets CLI	datasets download genome accession GCF_020813055.1 --include genome --filename NCPPB_2918_GCF_020813055.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_020813055.1
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN22552833	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN22552833	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN22552833	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	bioproject	PRJNA774128	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN22552833	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	biosample	SAMN22552833	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN22552833
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN22552833	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	sra_run	SRR29823155	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	527706042	PRJNA774128	no	NCBI SRA Toolkit	prefetch SRR29823155 && fasterq-dump SRR29823155 --split-files --outdir fastq/NCPPB_2918	https://www.ncbi.nlm.nih.gov/sra/SRR29823155
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN57360828	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	assembly	GCF_057218975.1	assembled_genome_sequence	Contig	RefSeq	4984117	99	142567						PRJNA485808	no	NCBI Datasets CLI	datasets download genome accession GCF_057218975.1 --include genome --filename NCPPB_2918_GCF_057218975.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_057218975.1
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN57360828	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN57360828	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	bioproject	PRJNA485808	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN57360828	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN57360828	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	biosample	SAMN57360828	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN57360828
NCPPB 2918	Xanthomonas sp. Dowson 1939	SAMN57360828	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2918	primary	compatible_synonym	sra_run	SRR38178864	raw_sequence_reads						WGS	GENOMIC	paired	Illumina MiSeq	1137324974	PRJNA485808	no	NCBI SRA Toolkit	prefetch SRR38178864 && fasterq-dump SRR38178864 --split-files --outdir fastq/NCPPB_2918	https://www.ncbi.nlm.nih.gov/sra/SRR38178864
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN42485110	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	taxonomy_unresolved	bioproject	PRJNA485808	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN42485110	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	taxonomy_unresolved	biosample	SAMN42485110	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN42485110
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN42485110	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	taxonomy_unresolved	sra_run	SRR29821703	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	293022144	PRJNA485808	no	NCBI SRA Toolkit	prefetch SRR29821703 && fasterq-dump SRR29821703 --split-files --outdir fastq/NCPPB_2922	https://www.ncbi.nlm.nih.gov/sra/SRR29821703
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN43286070	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	same_name	assembly	GCF_041520885.1	assembled_genome_sequence	Contig	RefSeq	4950009	49	183992						PRJNA485808	yes	NCBI Datasets CLI	datasets download genome accession GCF_041520885.1 --include genome --filename NCPPB_2922_GCF_041520885.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_041520885.1
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN43286070	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	same_name	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN43286070	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	same_name	bioproject	PRJNA485808	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA485808
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN43286070	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	same_name	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN43286070	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	same_name	biosample	SAMN43286070	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN43286070
NCPPB 2922	Xanthomonas sp. Dowson 1939	SAMN43286070	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2922	primary	same_name	sra_run	SRR30327310	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	454876315	PRJNA485808	no	NCBI SRA Toolkit	prefetch SRR30327310 && fasterq-dump SRR30327310 --split-files --outdir fastq/NCPPB_2922	https://www.ncbi.nlm.nih.gov/sra/SRR30327310
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN41764005	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2930	primary	different_lineage	assembly	GCF_042867205.1	assembled_genome_sequence	Scaffold	RefSeq	4068979	81	211056						PRJNA1085284	yes	NCBI Datasets CLI	datasets download genome accession GCF_042867205.1 --include genome --filename NCPPB_2930_GCF_042867205.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_042867205.1
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN41764005	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2930	primary	different_lineage	bioproject	PRJNA1085284	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1085284
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN41764005	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2930	primary	different_lineage	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN41764005	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2930	primary	different_lineage	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN41764005	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2930	primary	different_lineage	biosample	SAMN41764005	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN41764005
NCPPB 2930	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN41764005	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2930	primary	different_lineage	sra_run	SRR29357488	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	413310515	PRJNA1085284	no	NCBI SRA Toolkit	prefetch SRR29357488 && fasterq-dump SRR29357488 --split-files --outdir fastq/NCPPB_2930	https://www.ncbi.nlm.nih.gov/sra/SRR29357488
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	SAMN19988982	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2932	primary	same_genus_different_species	assembly	GCF_019201325.1	assembled_genome_sequence	Contig	RefSeq	5173277	46	333897						PRJNA742925	yes	NCBI Datasets CLI	datasets download genome accession GCF_019201325.1 --include genome --filename NCPPB_2932_GCF_019201325.1.zip	https://www.ncbi.nlm.nih.gov/assembly/GCF_019201325.1
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	SAMN19988982	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2932	primary	same_genus_different_species	bioproject	PRJNA224116	annotation_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	SAMN19988982	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2932	primary	same_genus_different_species	bioproject	PRJNA608517	biosample_elink_only												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	SAMN19988982	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2932	primary	same_genus_different_species	bioproject	PRJNA742925	sequence_source_project												no	NCBI BioProject metadata		https://www.ncbi.nlm.nih.gov/bioproject/PRJNA742925
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	SAMN19988982	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2932	primary	same_genus_different_species	biosample	SAMN19988982	identity_anchor												no	NCBI BioSample metadata		https://www.ncbi.nlm.nih.gov/biosample/SAMN19988982
NCPPB 2932	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	SAMN19988982	confirmed	accept	confirmed_exact_ncppb_identifier	NCPPB 2932	primary	same_genus_different_species	sra_run	SRR15305431	raw_sequence_reads						WGS	GENOMIC	paired	Illumina NovaSeq 6000	922748920	PRJNA742925	no	NCBI SRA Toolkit	prefetch SRR15305431 && fasterq-dump SRR15305431 --split-files --outdir fastq/NCPPB_2932	https://www.ncbi.nlm.nih.gov/sra/SRR15305431
