ncppb_number	other_references	matched_text	normalized_identifier	prefix	suffix	rule_name	confidence	include_for_search	biosample_query	context
NCPPB 2820	The donor reference is 5262	is 5262	IS 5262	IS	5262	stopword_prefix	reject	no		The donor reference is 5262
NCPPB 2821	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	ICMP 5755	ICMP 5755	ICMP	5755	known_collection_prefix	high	yes	ICMP[All Fields] AND 5755[All Fields]	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055
NCPPB 2821	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	LMG 892	LMG 892	LMG	892	known_collection_prefix	high	yes	LMG[All Fields] AND 892[All Fields]	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055
NCPPB 2821	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	ATCC 35935	ATCC 35935	ATCC	35935	known_collection_prefix	high	yes	ATCC[All Fields] AND 35935[All Fields]	reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055
NCPPB 2821	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	CFBP 2055	CFBP 2055	CFBP	2055	known_collection_prefix	high	yes	CFBP[All Fields] AND 2055[All Fields]	s 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055
NCPPB 2821	The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2055	is 5523	IS 5523	IS	5523	stopword_prefix	reject	no		The donor reference is 5523 This isolate is also in the collections; ICMP 5755, LMG 892, ATCC 35935, CFBP 2
NCPPB 2822	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539	ICMP 5749	ICMP 5749	ICMP	5749	known_collection_prefix	high	yes	ICMP[All Fields] AND 5749[All Fields]	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539
NCPPB 2822	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539	LMG 883	LMG 883	LMG	883	known_collection_prefix	high	yes	LMG[All Fields] AND 883[All Fields]	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539
NCPPB 2822	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539	CFBP 2539	CFBP 2539	CFBP	2539	known_collection_prefix	high	yes	CFBP[All Fields] AND 2539[All Fields]	reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539
NCPPB 2822	The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539	is 5558	IS 5558	IS	5558	stopword_prefix	reject	no		The donor reference is 5558 This isolate is also in the collections; ICMP 5749, LMG 883, CFBP 2539
NCPPB 2825	The donor reference is 5670	is 5670	IS 5670	IS	5670	stopword_prefix	reject	no		The donor reference is 5670
NCPPB 2826	The donor reference is 5673	is 5673	IS 5673	IS	5673	stopword_prefix	reject	no		The donor reference is 5673
NCPPB 2827	The donor reference is 5690	is 5690	IS 5690	IS	5690	stopword_prefix	reject	no		The donor reference is 5690
NCPPB 2828	The donor reference is 5777	is 5777	IS 5777	IS	5777	stopword_prefix	reject	no		The donor reference is 5777
NCPPB 2829	The donor reference is 5781	is 5781	IS 5781	IS	5781	stopword_prefix	reject	no		The donor reference is 5781
NCPPB 2831	The donor reference is 5897	is 5897	IS 5897	IS	5897	stopword_prefix	reject	no		The donor reference is 5897
NCPPB 2832	This isolate is also in the collections; ICMP 5381, LMG 532 This isolate was isolated by ex M. Beramis	ICMP 5381	ICMP 5381	ICMP	5381	known_collection_prefix	high	yes	ICMP[All Fields] AND 5381[All Fields]	This isolate is also in the collections; ICMP 5381, LMG 532 This isolate was isolated by ex M. Beramis
NCPPB 2832	This isolate is also in the collections; ICMP 5381, LMG 532 This isolate was isolated by ex M. Beramis	LMG 532	LMG 532	LMG	532	known_collection_prefix	high	yes	LMG[All Fields] AND 532[All Fields]	This isolate is also in the collections; ICMP 5381, LMG 532 This isolate was isolated by ex M. Beramis
NCPPB 2834	The donor reference is UKP 33 The source of this isolate was ex S.J. Brown	UKP 33	UKP 33	UKP	33	contextual_reference_code	medium	yes	UKP[All Fields] AND 33[All Fields]	The donor reference is UKP 33 The source of this isolate was ex S.J. Brown
NCPPB 2835	The donor reference is UKP 37 The source of this isolate was ex S.J. Brown	UKP 37	UKP 37	UKP	37	contextual_reference_code	medium	yes	UKP[All Fields] AND 37[All Fields]	The donor reference is UKP 37 The source of this isolate was ex S.J. Brown
NCPPB 2836						no_identifier_found	none	no		
NCPPB 2837	The donor reference is UKP 783 This isolate was isolated by ex D.L. Ebbels	UKP 783	UKP 783	UKP	783	contextual_reference_code	medium	yes	UKP[All Fields] AND 783[All Fields]	The donor reference is UKP 783 This isolate was isolated by ex D.L. Ebbels
NCPPB 2838	The donor reference is UKP 765 This isolate was isolated by ex D.L. Ebbels	UKP 765	UKP 765	UKP	765	contextual_reference_code	medium	yes	UKP[All Fields] AND 765[All Fields]	The donor reference is UKP 765 This isolate was isolated by ex D.L. Ebbels
NCPPB 2839	The donor reference is UKP 784 This isolate was isolated by ex D.L. Ebbels	UKP 784	UKP 784	UKP	784	contextual_reference_code	medium	yes	UKP[All Fields] AND 784[All Fields]	The donor reference is UKP 784 This isolate was isolated by ex D.L. Ebbels
NCPPB 2840	The donor reference is UKP 852	UKP 852	UKP 852	UKP	852	contextual_reference_code	medium	yes	UKP[All Fields] AND 852[All Fields]	The donor reference is UKP 852
NCPPB 2856	This isolate was isolated by F.W. Catton C798	C798	C 798	C	798	source_context_single_letter_code	low	yes	C[All Fields] AND 798[All Fields]	This isolate was isolated by F.W. Catton C798
NCPPB 2857	This isolate was isolated by W.F. Catton C799	C799	C 799	C	799	source_context_single_letter_code	low	yes	C[All Fields] AND 799[All Fields]	This isolate was isolated by W.F. Catton C799
NCPPB 2859	The source of this isolate was ex D. Massfeller ex R. Hazneci					no_identifier_found	none	no		
NCPPB 2864	This isolate was isolated by F.W. Catton 211/75/2	Catton 211/75/2	CATTON 211/75/2	CATTON	211/75/2	person_or_local_reference_code	low	yes	CATTON[All Fields] AND 211[All Fields] AND 75[All Fields] AND 2[All Fields]	This isolate was isolated by F.W. Catton 211/75/2
NCPPB 2865	This isolate was isolated by F.W. Catton 212/75/1	Catton 212/75/1	CATTON 212/75/1	CATTON	212/75/1	person_or_local_reference_code	low	yes	CATTON[All Fields] AND 212[All Fields] AND 75[All Fields] AND 1[All Fields]	This isolate was isolated by F.W. Catton 212/75/1
NCPPB 2866	This isolate was isolated by F.W. Catton 212/75/6	Catton 212/75/6	CATTON 212/75/6	CATTON	212/75/6	person_or_local_reference_code	low	yes	CATTON[All Fields] AND 212[All Fields] AND 75[All Fields] AND 6[All Fields]	This isolate was isolated by F.W. Catton 212/75/6
NCPPB 2876	This isolate was isolated by V. Severin XC7	XC7	XC 7	XC	7	uppercase_general_code	medium	yes	XC[All Fields] AND 7[All Fields]	This isolate was isolated by V. Severin XC7
NCPPB 2877	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	ICMP 6570	ICMP 6570	ICMP	6570	known_collection_prefix	high	yes	ICMP[All Fields] AND 6570[All Fields]	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. S
NCPPB 2877	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	LMG 9042	LMG 9042	LMG	9042	known_collection_prefix	high	yes	LMG[All Fields] AND 9042[All Fields]	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8
NCPPB 2877	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	CCUG 28779	CCUG 28779	CCUG	28779	known_collection_prefix	high	yes	CCUG[All Fields] AND 28779[All Fields]	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8
NCPPB 2877	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	DSMZ 44278	DSMZ 44278	DSMZ	44278	known_collection_prefix	high	yes	DSMZ[All Fields] AND 44278[All Fields]	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8
NCPPB 2877	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	ATCC 49725	ATCC 49725	ATCC	49725	known_collection_prefix	high	yes	ATCC[All Fields] AND 49725[All Fields]	solate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8
NCPPB 2877	This isolate is also in the collections; ICMP 6570, LMG 9042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8	XC8	XC 8	XC	8	uppercase_general_code	medium	yes	XC[All Fields] AND 8[All Fields]	042, CCUG 28779, DSMZ 44278, ATCC 49725 This isolate was isolated by V. Severin XC8
NCPPB 2879	This isolate was isolated by V. Severin XC12	XC12	XC 12	XC	12	uppercase_general_code	medium	yes	XC[All Fields] AND 12[All Fields]	This isolate was isolated by V. Severin XC12
NCPPB 2885	This isolate was isolated by ex J.G. Luisetti G21.5	G21.5	G 21.5	G	21.5	source_context_single_letter_code	low	yes	G[All Fields] AND 21[All Fields] AND 5[All Fields]	This isolate was isolated by ex J.G. Luisetti G21.5
NCPPB 2894	This isolate was isolated by M.L. Moffett 0238	Moffett 0238	MOFFETT 0238	MOFFETT	0238	person_or_local_reference_code	low	yes	MOFFETT[All Fields] AND 0238[All Fields]	This isolate was isolated by M.L. Moffett 0238
NCPPB 2896	The donor reference is 164/7	is 164/7	IS 164/7	IS	164/7	stopword_prefix	reject	no		The donor reference is 164/7
NCPPB 2898	This isolate is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A	ICMP 7080	ICMP 7080	ICMP	7080	known_collection_prefix	high	yes	ICMP[All Fields] AND 7080[All Fields]	This isolate is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A
NCPPB 2898	This isolate is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A	A724A	A 724A	A	724A	source_context_single_letter_code	low	yes	A[All Fields] AND 724A[All Fields]	e is also in the collections; ICMP 7080 This isolate was isolated by P. Roberts A724A
NCPPB 2904	This isolate was isolated by P. Roberts A736	A736	A 736	A	736	source_context_single_letter_code	low	yes	A[All Fields] AND 736[All Fields]	This isolate was isolated by P. Roberts A736
NCPPB 2910	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186	B5271	B 5271	B	5271	source_context_single_letter_code	low	yes	B[All Fields] AND 5271[All Fields]	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186
NCPPB 2910	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186	Schneider 1186	SCHNEIDER 1186	SCHNEIDER	1186	person_or_local_reference_code	low	yes	SCHNEIDER[All Fields] AND 1186[All Fields]	The donor reference is B5271 This isolate was isolated by ex R.W. Schneider 1186
NCPPB 2914	The donor reference is B5300 The source of this isolate was ex D. Norse 507	B5300	B 5300	B	5300	source_context_single_letter_code	low	yes	B[All Fields] AND 5300[All Fields]	The donor reference is B5300 The source of this isolate was ex D. Norse 507
NCPPB 2914	The donor reference is B5300 The source of this isolate was ex D. Norse 507	Norse 507	NORSE 507	NORSE	507	person_or_local_reference_code	low	yes	NORSE[All Fields] AND 507[All Fields]	The donor reference is B5300 The source of this isolate was ex D. Norse 507
NCPPB 2918	The donor reference is BS469 This isolate was isolated by J.F. Bradbury BS469	BS469	BS 469	BS	469	contextual_reference_code	medium	yes	BS[All Fields] AND 469[All Fields]	The donor reference is BS469 This isolate was isolated by J.F. Bradbury BS469
NCPPB 2919	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972	B5530	B 5530	B	5530	source_context_single_letter_code	low	yes	B[All Fields] AND 5530[All Fields]	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972
NCPPB 2919	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972	CBZII 5972	CBZII 5972	CBZII	5972	contextual_reference_code	medium	yes	CBZII[All Fields] AND 5972[All Fields]	The donor reference is B5530 This isolate was isolated by ex R.J. Williams CBZII 5972
NCPPB 2920	This isolate was isolated by J.F. Bradbury B5562	B5562	B 5562	B	5562	source_context_single_letter_code	low	yes	B[All Fields] AND 5562[All Fields]	This isolate was isolated by J.F. Bradbury B5562
NCPPB 2921	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60	B5566	B 5566	B	5566	source_context_single_letter_code	low	yes	B[All Fields] AND 5566[All Fields]	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60
NCPPB 2921	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60	PP1312/60	PP 1312/60	PP	1312/60	contextual_reference_code	medium	yes	PP[All Fields] AND 1312[All Fields] AND 60[All Fields]	The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60
NCPPB 2922	The donor reference is B5577 This isolate was isolated by J.F. Bradbury	B5577	B 5577	B	5577	source_context_single_letter_code	low	yes	B[All Fields] AND 5577[All Fields]	The donor reference is B5577 This isolate was isolated by J.F. Bradbury
NCPPB 2925	The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI	B5582	B 5582	B	5582	source_context_single_letter_code	low	yes	B[All Fields] AND 5582[All Fields]	The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI
NCPPB 2927	This isolate was isolated by J.F. Bradbury B5632	B5632	B 5632	B	5632	source_context_single_letter_code	low	yes	B[All Fields] AND 5632[All Fields]	This isolate was isolated by J.F. Bradbury B5632
NCPPB 2928	The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318	B5643	B 5643	B	5643	source_context_single_letter_code	low	yes	B[All Fields] AND 5643[All Fields]	The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318
NCPPB 2928	The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318	N318	N 318	N	318	source_context_single_letter_code	low	yes	N[All Fields] AND 318[All Fields]	The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318
NCPPB 2930	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223	B5806	B 5806	B	5806	source_context_single_letter_code	low	yes	B[All Fields] AND 5806[All Fields]	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223
NCPPB 2930	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223	PP223	PP 223	PP	223	contextual_reference_code	medium	yes	PP[All Fields] AND 223[All Fields]	The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223
NCPPB 2931	This isolate was isolated by J.F. Bradbury B5830	B5830	B 5830	B	5830	source_context_single_letter_code	low	yes	B[All Fields] AND 5830[All Fields]	This isolate was isolated by J.F. Bradbury B5830
NCPPB 2932	The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana	B5480	B 5480	B	5480	source_context_single_letter_code	low	yes	B[All Fields] AND 5480[All Fields]	The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana
NCPPB 2933	The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132	B6132	B 6132	B	6132	source_context_single_letter_code	low	yes	B[All Fields] AND 6132[All Fields]	The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132
