ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	attention_level	attention_category	final_sequence_use_status	next_action	ncbi_biosample_match_count	ncbi_assembly_count_all_confirmed_links	ncbi_sra_run_count_all_confirmed_links	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_taxonomy_blocked_resource_count	ncbi_data_status	phylogeny_readiness	manual_review_required	metadata_annotation_status	catalogue_host	catalogue_country	biosample_hosts	biosample_geographic_locations	biosample_collection_years	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	eligible_assembly_accessions	eligible_sra_run_accessions	audit_table_pointer
NCPPB 2865	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Chrysanthemum morifolium	Netherlands	Chrysanthemum x morifolium	Netherlands	1975	SAMN42161510	GCF_041475785.1	SRR29644165; SRR30040143	GCF_041475785.1	SRR29644165; SRR30040143	
NCPPB 2866	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Chrysanthemum morifolium	Netherlands	Chrysanthemum x morifolium	Netherlands	1975	SAMN42161511	GCF_041475745.1	SRR29644164; SRR30040142	GCF_041475745.1	SRR29644164; SRR30040142	
NCPPB 2876	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Cannabis sativa	Romania									
NCPPB 2877	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	complete_host_geography_date_source	Cannabis sativa	Romania	Cannabis sativa	Romania: Lovrin, Timis County	1974	SAMN03164131	GCF_000802365.1	SRR4718189			01_taxonomy_pathovar_audit_49.tsv
NCPPB 2879	present_in_both	Xanthomonas campestris pv. cannabis Severin 1978	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Cannabis sativa	Romania									
NCPPB 2885	present_in_both	Xanthomonas citri pv. mangiferaeindicae (Patel et al. 1948) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Mangifera indica	Reunion									
NCPPB 2894	present_in_both	Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Medicago sativa	Australia									
NCPPB 2896	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Corylus avellana	UK									
NCPPB 2898	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Corylus avellana	UK									
NCPPB 2904	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Lolium multiflorum	UK									
NCPPB 2910	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Manihot esculenta	Nigeria									
NCPPB 2914	present_in_both	Xanthomonas citri pv. rhynchosiae (Sabet et al. 1969) Constantin et al. 2016 comb. nov	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Rhynchosiae phaseoloides	Barbados	Rhynchosiae phaseoloides	Barbados	1972	SAMN42180190	GCF_053571525.1	SRR29655369; SRR30037967	GCF_053571525.1	SRR29655369; SRR30037967	
NCPPB 2918	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	2	2	2	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Crambe sp.	Malawi	Crambe; Crambe sp.	Malawi	1973	SAMN57360828; SAMN22552833	GCF_020813055.1; GCF_057218975.1	SRR29823155; SRR38178864	GCF_057218975.1; GCF_020813055.1	SRR38178864; SRR29823155	
NCPPB 2919	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Manihot esculenta	Zaire									
NCPPB 2920	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Triticum durum x Secale cereale.	Mexico									
NCPPB 2921	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Oryza sativa	Malaysia									
NCPPB 2922	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P1	manual_review_required_non_audit	not_automatically_usable	review the remaining identity/taxonomy reason in manual_review_candidates.tsv; approve or reject before sequence use	2	1	2	1	1	3	confirmed_sequence_available	assembly_available_qc_required	yes	partial_context_metadata	Matthiola incana, stock	Rhodesia	Matthiola incana	Zimbabwe	1977; 1973	SAMN43286070; SAMN42485110	GCF_041520885.1	SRR29821703; SRR30327310	GCF_041520885.1	SRR30327310	
NCPPB 2925	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Oryza sativa	Denmark									
NCPPB 2927	present_in_both	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Juglans regia	Iran									
NCPPB 2928	present_in_both	Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Azadirachta indica	India									
NCPPB 2930	present_in_both	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P1	cross_genus_conflict	exclude_from_xanthomonas_main_dataset	check original collection and sequencing provenance; independently re-identify or re-isolate before any inclusion	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Sorghum vulgare	Solomon Isles	Sorghum bicolor	Solomon Islands	1977	SAMN41764005	GCF_042867205.1	SRR29357488			01_taxonomy_pathovar_audit_49.tsv
NCPPB 2931	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Glycine max	Nepal									
NCPPB 2932	present_in_both	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	1	0	0	6	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Datura metel	India	Datura metel	India		SAMN19988982	GCF_019201325.1	SRR15305431			01_taxonomy_pathovar_audit_49.tsv
NCPPB 2933	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Calendula officinalis	UK	Calendula officinalis	United Kingdom	1974	SAMN42161512	GCF_056725225.1	SRR29644163; SRR30040141	GCF_056725225.1	SRR29644163; SRR30040141	
NCPPB 2934	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Cayratia carnosa	India									
NCPPB 2935	present_in_both	Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Datura stramonium	India									
NCPPB 2936	present_in_both	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Argemone mexicana	India									
NCPPB 2938	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Glycine max	Indonesia									
NCPPB 2949	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas	current_xanthomonas	P2	wgs_reads_require_assembly_and_qc	candidate_after_read_qc_and_assembly	download reads; trim, assemble, then complete genome QC and ANI	1	0	1	0	1	0	confirmed_sequence_available	raw_wgs_reads_require_assembly_and_qc	no	partial_context_metadata	Fragaria ananassa	Australia	Fragaria x ananassa	Australia	1975	SAMN39942673		SRR27965829		SRR27965829	
NCPPB 2953	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Populus trichocarpa	France									
NCPPB 2955	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Populus canadensis cv. regenerat a	France									
NCPPB 2959	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	4	2	1	2	1	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Populus canadensis cv. Regenerata	France	Populus x canadensis cv. Regenerata	France: Oise,Noyon; missing; not applicable	1957; 2024	SAMN05560300; SAMN43284582; SAMD00253073; SAMEA5613906	GCA_042665655.1; GCF_002940065.1	ERR3330981	GCF_002940065.1; GCA_042665655.1	ERR3330981	
NCPPB 2960	present_in_both	Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Populus canadensis cv. Brabantica	France									
NCPPB 2963	present_in_both	Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Populus trichocarpa x Populus deltoides	Belgium									
NCPPB 2965	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Manihot esculenta	Brazil									
NCPPB 2967	present_in_both	Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Manihot esculenta	Brazil									
NCPPB 2968	present_in_both	Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	3	2	3	2	3	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Capsicum frutescens	USA	pepper; Capsicum frutescens; pepper; tomato	USA: New Jersey; USA; Belgium: Merelbeke	1947; 2014	SAMN23026081; SAMN05003920; SAMN02903176	GCF_001401555.1; GCF_020880415.1	SRR1509955; SRR16936533; SRR3530404	GCF_020880415.1; GCF_001401555.1	SRR16936533; SRR3530404; SRR1509955	
NCPPB 2969	present_in_both	Xanthomonas albilineans (Ashby 1929) Dowson 1943	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	12	1	22	1	22	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Saccharum officinarum	Fiji	Saccharum officinarum	missing; Fiji	1961	SAMN37985479; SAMN37985478; SAMN37985477; SAMN37985476; SAMN37985475; SAMN37985474; SAMN37985473; SAMN37985472; SAMN37985471; SAMN37985470; SAMN37985469; SAMN05526486	GCF_002939705.1	SRR26525673; SRR26525674; SRR26525675; SRR26525676; SRR26525677; SRR26525678; SRR26525679; SRR26525680; SRR26525681; SRR26525682; SRR26525683; SRR26525684; SRR26525685; SRR26525686; SRR26525687; SRR26525688; SRR26525689; SRR26525690; SRR26525691; SRR26525692; SRR26525693; SRR26525694	GCF_002939705.1	SRR26525693; SRR26525694; SRR26525691; SRR26525692; SRR26525689; SRR26525690; SRR26525687; SRR26525688; SRR26525683; SRR26525684; SRR26525679; SRR26525680; SRR26525685; SRR26525686; SRR26525681; SRR26525682; SRR26525677; SRR26525678; SRR26525675; SRR26525676; SRR26525673; SRR26525674	
